Startup_Name,Industry,Initial_Funding_USD,Founder_Experience_Years,Team_Size,Target_Market_Size,Revenue_Model,Marketing_Spend_USD,Innovation_Index,Investor_Interest_Score,Success
"Davis, Jackson and Roberts",RealEstate,587589.8974148307,9,26,3,One-time Purchase,92149,0.96,0.6,1
Rodriguez-Mccall,Travel,81506.67845708072,11,35,5,One-time Purchase,5129,0.85,0.37,1
"Smith, Carter and Cannon",FinTech,1771863.8075223546,7,43,1,Freemium,8302,0.97,0.28,1
"Wolfe, Gonzalez and Roberts",HealthTech,4290963.488957143,7,25,3,Freemium,110992,0.85,0.8,1
"Navarro, Downs and Bowers",E-commerce,205916.57660973512,13,23,1,Subscription,178098,0.28,0.33,0
"Brewer, Freeman and Hernandez",HealthTech,449475.0960162729,10,8,1,Freemium,194491,0.56,0.76,0
Foster-Marks,Travel,295780.6044399266,0,34,2,Subscription,164569,0.23,0.8,0
Chase-Morris,EdTech,1803326.7887924965,7,42,4,Freemium,165443,0.38,0.84,1
Wilson-Reed,E-commerce,4743849.155666511,12,50,5,Subscription,196163,0.38,0.35,1
Bush-Hudson,RealEstate,2194962.1415154985,1,11,2,One-time Purchase,32793,0.8,0.11,0
Tyler LLC,RealEstate,95919.57327455333,10,13,5,Advertising,146005,0.75,0.83,1
"Armstrong, West and Johnson",Gaming,59516.668724583156,10,44,2,Advertising,101378,0.63,0.56,0
"Snyder, Wilson and Thompson",Gaming,51131.1742876036,14,12,3,One-time Purchase,70902,0.88,0.14,1
Medina-Ibarra,Gaming,1796414.942447681,0,23,3,Freemium,133993,0.86,0.71,1
Caldwell Group,HealthTech,549144.9756040549,15,27,2,Subscription,160984,0.46,0.52,1
"Day, Larson and Johnson",AI/ML,864411.820942497,7,19,3,One-time Purchase,148954,0.26,0.96,0
Ramirez Inc,AI/ML,1853638.1389655478,8,34,5,Advertising,191277,0.96,0.2,1
"Dominguez, Anderson and Williams",Gaming,53023.76319679052,14,14,5,Subscription,131169,0.72,0.39,1
"Whitney, Martinez and Best",FoodTech,87216.77183513068,1,49,1,Freemium,149388,0.54,0.12,0
"Ward, Boyd and Little",FinTech,1135750.1138131157,3,42,3,Advertising,97466,0.64,0.48,0
Lloyd Group,FinTech,1071721.7311680885,7,36,5,Freemium,48752,0.33,0.79,0
"Washington, Blake and Douglas",EdTech,1117852.8328552975,1,26,2,Commission,88934,0.37,0.57,0
Bennett Ltd,FinTech,5847189.11344535,9,28,1,One-time Purchase,40996,0.95,0.58,1
Lee-Reyes,FoodTech,54353.53187014878,15,46,1,Advertising,101899,0.46,0.79,1
"Ellis, Schneider and Fox",FinTech,2073616.8522824508,7,22,2,Freemium,177321,0.56,0.74,1
Crawford-Jackson,EdTech,948522.9078912933,0,43,5,Commission,24479,0.24,0.22,0
"Young, Larsen and Cain",FoodTech,90263.18442154134,13,21,3,Advertising,173219,0.3,0.94,1
Wilson-Alexander,RealEstate,1110862.7812294143,11,7,1,Advertising,114683,0.35,0.84,0
"Butler, Campbell and Glover",AI/ML,289218.7173108399,2,23,3,Freemium,70526,0.66,0.57,0
Patel Inc,EdTech,4682056.305480344,2,49,2,Commission,199706,0.45,0.62,1
Mcdonald-Cunningham,EdTech,1157689.9816359,8,15,4,Subscription,132258,0.45,0.9,1
"Orr, Weeks and Brown",Travel,94572.58431817239,15,42,4,Subscription,30771,0.49,0.13,0
Reed-Jackson,Travel,579906.8912791571,5,40,2,Advertising,22586,0.41,0.29,0
Nelson and Sons,EdTech,978389.7584308197,13,11,5,Advertising,141739,0.11,0.6,0
"Harris, Simmons and Terry",FinTech,1989278.7537725342,14,8,4,Freemium,188650,0.19,0.23,0
"Mcconnell, Bell and Hayes",Travel,5658400.197373068,10,33,2,Commission,146480,0.13,0.23,0
Lowe PLC,FinTech,1813248.0833058355,6,36,5,Advertising,22787,0.69,0.68,1
Ballard-Foster,HealthTech,49566.676191918305,13,8,4,One-time Purchase,61197,0.23,0.86,0
Padilla Ltd,EdTech,47942.84710307584,3,6,2,Advertising,169843,0.69,0.52,0
Jones-Farmer,E-commerce,2154771.7033187854,10,48,3,Freemium,44319,0.36,0.75,1
Gonzales-Raymond,E-commerce,59261.14308903145,2,48,1,One-time Purchase,85881,0.24,0.78,0
"Sanders, Pace and Dominguez",RealEstate,40663.03185238164,6,16,4,Commission,54124,0.78,0.39,0
Smith-Henson,FoodTech,289045.83410054864,0,32,1,Commission,77567,0.4,0.56,0
Castro LLC,E-commerce,86873.15007376572,10,40,1,Advertising,99932,0.39,0.93,0
Sullivan-Williams,FoodTech,274426.99621429836,1,17,4,One-time Purchase,6107,0.22,0.65,0
Harrison-Holland,Gaming,115700.76337043347,13,18,3,Advertising,161613,0.61,0.36,0
"Duncan, Holland and Fischer",Gaming,94099.71237166677,1,17,2,Commission,139917,0.96,0.16,0
Adams-Nelson,AI/ML,2023994.0784207606,2,6,1,Freemium,15284,0.76,0.69,0
Gomez-Morrison,AI/ML,286227.6008965291,10,21,4,Commission,119965,0.35,0.99,1
Robles Inc,FoodTech,1032156.9431585857,14,34,3,Freemium,156558,0.49,0.68,1
Greene PLC,HealthTech,215080.83320752793,8,26,5,Freemium,186185,0.71,0.97,1
Patterson Ltd,AI/ML,5143399.778455557,1,2,1,Freemium,190428,0.33,0.3,0
"Burns, Allen and Grant",Gaming,434153.1639644153,2,36,5,Commission,68439,0.4,0.76,0
Barnes and Sons,E-commerce,52608.247343082214,12,14,4,Commission,91966,0.9,0.45,1
Flores-Ware,FoodTech,245288.14485443215,8,6,4,Freemium,128321,0.51,0.76,1
"Wright, Harris and Sanchez",Gaming,5734545.324853684,10,39,5,Commission,73046,0.68,0.54,1
Henry-Shaw,FinTech,1855681.6669888482,15,48,1,Subscription,185147,0.54,0.83,1
"Ruiz, Martinez and Wilkins",Travel,873112.7214240396,3,34,5,Advertising,63665,0.21,0.64,0
Yang Inc,EdTech,244363.25409274508,1,12,4,Commission,55385,0.47,0.96,0
"Atkins, Lee and Patterson",FoodTech,496571.84279996756,12,22,4,Freemium,196483,0.81,0.32,1
Jackson-Peterson,FinTech,1874011.5429537343,10,49,1,Commission,114201,0.94,0.96,1
Mccormick-Jones,E-commerce,258229.59844854314,13,11,3,One-time Purchase,174106,0.3,1.0,1
"Stewart, Griffith and White",HealthTech,266457.65836954344,8,42,1,Commission,67616,0.19,0.96,0
"Anderson, Zavala and Glenn",EdTech,822685.5418199988,5,13,4,One-time Purchase,14579,0.98,0.95,1
Owen-Combs,E-commerce,231103.84748527897,13,11,3,Advertising,126252,0.22,0.99,1
Brown Ltd,EdTech,4891949.387569299,6,25,1,One-time Purchase,69103,0.16,0.27,0
"Holland, Steele and Velasquez",FinTech,819073.5246674846,12,42,2,One-time Purchase,163274,0.14,0.34,0
Jones Ltd,Travel,92336.17315859586,15,38,1,One-time Purchase,107549,0.34,0.22,0
Bradford Ltd,FinTech,556424.3648088535,0,21,3,Advertising,136245,0.11,0.51,0
Matthews-Webster,EdTech,890840.15104222,12,36,3,Subscription,32762,0.5,0.82,1
Hill Group,E-commerce,215117.55554912458,7,14,3,Advertising,199406,0.75,0.14,0
"Johnson, Ortiz and Sheppard",HealthTech,4782937.436633524,13,46,1,Freemium,164451,0.46,0.75,1
Welch-Mccarthy,Gaming,227655.35673243235,2,20,4,Subscription,83559,0.82,0.96,1
Allison Ltd,HealthTech,54999.49069172755,8,50,1,Commission,115582,0.54,0.13,0
Turner Group,EdTech,1149594.5463030068,10,9,1,Advertising,102316,0.46,0.24,0
Meyer-Gill,FinTech,41321.477350968664,9,5,3,Subscription,24126,0.6,0.67,0
Henderson Inc,FinTech,1607464.6657877527,8,17,5,Subscription,82856,0.4,0.71,1
Jacobson-Meyer,RealEstate,1697378.5986147108,15,26,5,Freemium,98523,0.45,0.48,1
Lozano PLC,E-commerce,58614.90041219955,5,5,4,Commission,79866,0.99,0.14,0
Walker Ltd,FoodTech,4336500.199420742,1,7,3,Freemium,55519,0.47,0.2,0
Drake-Gonzales,HealthTech,44465.84011680572,4,5,2,Commission,109451,0.43,0.66,0
Tyler-Haynes,FinTech,940309.2387951604,0,26,4,One-time Purchase,40883,0.71,0.57,0
Hart PLC,E-commerce,1111156.71309841,7,41,3,Advertising,48847,0.35,0.9,0
"Smith, Hughes and Mclaughlin",EdTech,549827.5614402579,7,26,1,Freemium,73206,0.3,0.79,0
Hess-Collins,FoodTech,215202.49764584372,10,24,5,Freemium,64912,0.85,0.31,1
Brown Ltd,AI/ML,88949.88671054592,0,44,1,Freemium,189283,0.67,0.94,0
Smith-Lane,FinTech,1102191.2427814833,5,40,3,Commission,108764,0.99,0.61,1
Thompson-Clark,RealEstate,1023372.5826074533,12,16,4,Advertising,55789,0.87,0.76,1
Gray-Hudson,HealthTech,211584.55507067143,14,30,2,Commission,55519,0.28,0.43,0
"Anderson, Bowen and Watkins",FinTech,2026270.6563261435,7,43,2,Subscription,20139,0.9,0.95,1
"Pena, Hunter and Gross",AI/ML,96693.78825767196,14,7,1,Subscription,185630,0.38,0.69,0
Johnson LLC,AI/ML,2305546.3616573205,13,45,5,Commission,11860,0.77,0.49,1
Carter LLC,EdTech,266437.8430263313,5,2,5,Freemium,15851,0.65,0.59,0
White-Ramos,Gaming,97590.29443051115,4,34,3,One-time Purchase,165702,0.64,0.2,0
"Turner, Miller and Reynolds",FoodTech,1704626.425278287,8,18,1,One-time Purchase,71341,0.45,0.31,0
"Clark, Sanchez and Walter",E-commerce,86623.08997355684,5,18,1,Commission,118479,0.71,0.29,0
Acevedo-Fowler,AI/ML,112985.86732231466,12,46,2,Freemium,13710,0.33,0.57,0
Edwards-Murray,Gaming,468846.3598058383,3,3,3,One-time Purchase,83674,0.54,0.31,0
"Miller, Jackson and Moody",EdTech,976486.9654841226,14,41,3,Freemium,177559,0.23,0.19,0
"Kennedy, Singleton and Miller",FinTech,59083.88304651611,2,14,1,Advertising,194009,0.22,0.61,0
Lopez-Keller,FoodTech,46720.23935448154,7,28,3,Freemium,173186,0.13,0.32,0
Wilson Ltd,Gaming,801195.4304770419,2,21,5,Freemium,93790,0.71,0.39,0
Haynes-Gonzalez,EdTech,947092.3979910545,2,33,2,One-time Purchase,188296,0.87,0.83,1
Leon-Palmer,E-commerce,905551.5591857557,8,38,2,Subscription,13595,0.88,0.84,1
"Carter, Wilson and Garcia",Travel,88862.4535597595,2,18,3,Freemium,96203,0.69,0.28,0
Cunningham Ltd,EdTech,40852.48788293973,10,18,4,Subscription,48249,0.31,0.43,0
Cox PLC,AI/ML,551709.1448356065,3,34,5,Subscription,32396,0.61,0.58,0
"Jenkins, Chapman and Hicks",HealthTech,1148024.4125115506,12,35,3,Commission,185334,0.47,0.15,0
Miller Group,E-commerce,52304.91010273037,0,3,4,Advertising,102798,0.94,0.9,1
"Vargas, White and Mcdowell",FoodTech,2203417.9695973843,13,19,2,Freemium,194418,0.1,0.49,0
Melton-Boyer,FoodTech,2385729.407997775,12,22,5,Commission,163114,0.42,0.58,1
Andrade Group,HealthTech,499232.96715685667,11,17,3,Advertising,85711,0.8,0.57,1
Ibarra Ltd,FoodTech,1912324.7385436248,3,20,1,Advertising,159050,0.2,0.42,0
Kelly-Wilkinson,FinTech,5873889.70021053,9,41,2,One-time Purchase,199920,0.18,0.93,1
Cunningham LLC,FinTech,2239981.067699683,10,34,1,Subscription,183497,0.94,0.46,1
"Hill, Ross and Clarke",FinTech,1078320.0161132258,12,42,4,Freemium,67813,0.3,0.66,1
"Brennan, Bishop and Thomas",HealthTech,1903871.964256215,6,29,4,Freemium,57178,0.95,0.87,1
"Garcia, Mcconnell and Barrera",Gaming,4068343.3603468207,8,28,4,Subscription,47554,0.23,0.27,0
Taylor PLC,RealEstate,57810.60692061075,6,15,3,Subscription,82635,0.52,0.78,0
"Houston, Mccoy and Gregory",FoodTech,4175396.0842211368,1,33,1,Subscription,32110,0.15,0.85,0
Rhodes-Carroll,HealthTech,1179678.3569333144,0,41,1,Advertising,110017,0.58,0.48,0
"Cole, Hopkins and Brewer",EdTech,204814.48913622857,4,12,3,Subscription,35510,0.48,0.47,0
Gordon-Rose,RealEstate,1131144.7432758638,12,19,5,Commission,188529,0.57,0.47,1
Harrison-Brown,RealEstate,546335.9054577572,6,9,1,Advertising,133074,0.65,0.95,1
Harrington-Kelley,AI/ML,465900.2462562137,8,25,4,Commission,134246,0.17,0.23,0
Nguyen Group,FinTech,538827.7999781641,2,33,4,Commission,146859,0.49,0.74,0
Robinson Inc,Travel,4396372.933120729,9,8,4,Commission,13869,0.44,0.49,1
Park Inc,HealthTech,842830.1817880155,5,10,4,Subscription,148403,0.68,0.35,0
Gordon-Cox,FoodTech,5568726.58442727,14,17,3,Freemium,138035,0.19,0.26,1
Bell LLC,HealthTech,52235.62049924628,12,23,1,Freemium,121716,0.98,0.34,1
"Morrison, Williams and Martinez",FoodTech,2286854.212074389,2,40,1,Commission,44719,0.99,0.56,1
"Carlson, Reese and Holder",AI/ML,105812.89977766965,2,41,2,Subscription,128447,0.2,0.75,0
"Clark, Downs and Salazar",FinTech,1634865.0638373056,5,30,5,One-time Purchase,61536,0.33,0.47,0
Gomez-Nielsen,Travel,207426.6043707658,5,17,1,Advertising,53033,0.9,0.42,0
Page Inc,HealthTech,410158.2192746773,6,17,5,Advertising,104828,0.51,0.17,0
Brown-Coleman,FoodTech,1632869.8608125742,6,41,4,Commission,52357,0.93,0.59,1
Brooks and Sons,FinTech,1038248.8829605676,12,26,4,One-time Purchase,150029,0.92,0.47,1
Norman LLC,Travel,111666.67123738925,10,9,4,Advertising,153905,0.64,0.17,0
Brown-Norris,RealEstate,50197.95995172699,10,17,5,Advertising,102432,0.68,0.44,1
"Elliott, Williams and Stuart",Gaming,895493.5762255484,8,5,1,One-time Purchase,11990,0.73,0.2,0
Benjamin Inc,AI/ML,863016.9306758009,0,27,5,Freemium,92940,0.96,0.1,0
"Gregory, Young and Kennedy",FoodTech,53735.52361191016,5,32,1,One-time Purchase,74099,0.67,0.47,0
"Thompson, Sullivan and Juarez",HealthTech,2386930.0909545333,15,17,2,Commission,187241,0.31,0.69,1
Moody-Smith,EdTech,266316.5165888223,6,4,1,Commission,60387,0.64,0.55,0
Gutierrez PLC,Gaming,108577.98910293375,2,4,4,One-time Purchase,189288,0.63,0.98,0
Brown Group,FoodTech,105272.9504221026,9,40,1,Freemium,106185,0.27,0.95,0
Davis LLC,RealEstate,936029.9738742303,15,28,2,Freemium,175447,0.62,0.69,1
Rush LLC,EdTech,53934.42884148341,1,43,1,Commission,157565,0.44,0.19,0
"Harrison, Lawrence and Escobar",EdTech,1133375.9307945801,5,35,5,One-time Purchase,156124,0.6,0.22,0
"Warner, Soto and Nelson",AI/ML,4211058.268014273,11,8,5,Freemium,39530,0.73,0.4,1
"Lopez, Morgan and Gonzalez",Gaming,240967.98979890897,7,40,2,Advertising,96616,0.78,0.55,0
Webb Ltd,Travel,476492.74621724524,4,26,4,Subscription,111719,0.22,0.29,0
"Lopez, Burns and Smith",Travel,1117347.1326611398,12,28,2,Advertising,111875,0.21,0.34,0
"Weber, Lawrence and Jones",Gaming,2278488.1369306054,2,13,3,Subscription,108926,0.18,0.66,0
"Lawrence, Carter and Peterson",EdTech,918801.8596380998,11,30,2,Commission,170690,0.85,0.34,1
Long-Austin,FinTech,53374.78872653607,8,29,4,One-time Purchase,161255,0.3,0.74,0
Lopez LLC,Gaming,252447.10992424886,6,27,4,Subscription,46660,0.37,0.85,0
"Stephenson, Taylor and Taylor",FoodTech,2153745.528465746,2,35,4,Commission,118601,0.69,0.73,1
Davis-Johnson,Gaming,2108582.0678200712,4,40,3,Commission,46447,0.67,0.49,0
Brown PLC,RealEstate,283591.47350822,8,16,3,Freemium,16830,0.66,0.63,1
"Wilson, Lee and Thomas",RealEstate,501783.69761937694,9,42,2,Commission,185138,0.92,0.73,1
Cannon Inc,Gaming,52181.84717111548,5,50,3,Subscription,114948,0.4,0.19,0
Brown PLC,Travel,226996.34660659742,1,31,2,Commission,73192,0.87,0.86,0
"Ballard, Reid and Jenkins",FoodTech,245099.25438689376,9,41,5,Commission,150301,0.61,0.42,0
Boyle-Travis,E-commerce,2006272.9603329715,14,47,2,Advertising,41734,0.26,0.37,0
Moses-Jones,FoodTech,59298.818333474504,1,35,1,One-time Purchase,39916,0.84,0.59,0
"Simpson, Hall and Gill",RealEstate,236061.24940530825,15,48,3,Commission,185989,0.2,0.53,0
Estrada and Sons,AI/ML,87659.8153014464,4,46,1,Subscription,64150,0.69,0.7,0
"Brock, Williams and Johnson",FinTech,561637.0722346797,3,28,4,Freemium,70602,0.8,0.19,0
Jones-Anderson,RealEstate,299455.7673091649,12,19,5,Commission,83284,0.16,0.44,0
Hale Group,AI/ML,83437.81244030797,11,34,4,Subscription,54038,0.96,0.17,1
Miles-James,FinTech,215176.28789662803,2,15,3,One-time Purchase,109369,0.2,0.89,0
Parsons-Salazar,HealthTech,5933783.821754182,7,15,2,One-time Purchase,96853,0.67,0.15,1
Ramirez LLC,AI/ML,103608.72307184609,15,45,5,Advertising,188263,0.82,0.41,1
Shaw-Collins,Gaming,539745.1877051761,4,7,3,One-time Purchase,179292,0.51,0.92,0
Ryan-Price,E-commerce,830829.2587609424,3,10,1,Commission,80496,0.6,0.36,0
"Robertson, Mcgrath and Smith",RealEstate,2179026.550093371,5,37,1,Freemium,172809,0.7,0.85,1
Williams Group,Travel,5120253.263494292,7,28,2,Freemium,22770,0.83,0.75,1
Thompson-Payne,FoodTech,57780.149004565515,9,31,2,Commission,90992,0.61,0.13,0
Richardson-Larsen,AI/ML,274864.24772035604,10,24,3,Freemium,82023,0.2,0.41,0
"White, Francis and Anderson",RealEstate,45646.28424534901,7,2,3,Advertising,183079,0.67,0.37,0
Duncan-Lopez,EdTech,4663329.1003336245,5,25,3,Advertising,186273,0.82,0.7,1
Medina-Johnson,HealthTech,540790.3345074195,7,25,4,Freemium,173859,0.62,0.71,1
Hartman-Hill,FoodTech,55725.183555214375,4,2,3,Advertising,185082,0.55,0.29,0
Montgomery-Richardson,HealthTech,103993.69302408074,13,47,4,Freemium,144568,0.48,0.38,0
"Flynn, Russell and Peterson",FinTech,964608.4520596877,1,37,1,Freemium,142739,0.45,0.81,0
Pearson PLC,EdTech,118396.7237528893,13,2,1,Subscription,115404,0.92,0.59,1
Lowe-Davis,EdTech,837154.8095149919,2,50,3,Commission,10615,0.77,0.38,0
Hurst-Curry,FoodTech,53038.98304179896,8,22,4,Freemium,51445,0.33,0.68,0
Rodriguez-Hunt,FoodTech,114944.01983659688,12,28,3,Subscription,169641,0.32,0.42,0
"Houston, Key and Herrera",FoodTech,218455.63414291642,2,25,1,Freemium,39488,0.81,0.27,0
"Mills, Mclaughlin and Carr",AI/ML,5051752.995948772,0,6,5,Subscription,91400,0.55,0.87,1
Murray-Miller,FoodTech,86866.74179631127,9,10,1,One-time Purchase,164467,0.29,0.82,0
"Hayes, Smith and Mejia",AI/ML,49948.080816817725,5,23,3,Subscription,97929,0.79,0.62,0
Krueger Group,FoodTech,53836.09501479896,8,28,5,Freemium,7247,0.12,0.13,0
Frost-Torres,Travel,936750.3199234498,10,6,2,Commission,95260,0.2,0.99,0
Burke-James,FinTech,4077377.71484958,9,25,5,Freemium,34207,0.43,0.34,1
"Murphy, Costa and Harper",E-commerce,2316156.297365598,10,31,5,One-time Purchase,137274,0.6,0.48,1
Holder Ltd,Gaming,1084796.2441250558,0,47,2,Freemium,114391,0.43,0.85,0
Dalton-Wagner,RealEstate,117396.61585001726,13,47,1,Commission,58330,0.8,0.62,1
Martinez-Stevenson,E-commerce,290497.3563974592,3,43,4,Subscription,125573,0.18,0.43,0
"Frye, Sandoval and Kaufman",EdTech,98066.01124483625,6,28,2,One-time Purchase,7148,0.68,0.9,1
"Stephens, Heath and Smith",E-commerce,968508.1920820071,7,4,5,Advertising,171922,0.25,0.89,0
Hicks Inc,Travel,84001.93996838154,2,44,2,One-time Purchase,177866,0.66,0.46,0
Mahoney-Allen,AI/ML,50902.290106805594,15,22,5,Advertising,26280,0.34,0.42,0
"Coleman, Rosales and Hanson",E-commerce,979556.9357454862,11,42,5,Subscription,10762,0.31,0.16,0
Mcdaniel Inc,AI/ML,2223298.769161482,1,46,1,One-time Purchase,61128,0.86,0.15,0
Lyons Group,Gaming,2118406.4430631623,9,7,4,One-time Purchase,52918,0.21,0.82,1
Peterson-Ponce,AI/ML,2144755.1805842705,2,16,3,Freemium,142392,0.49,0.33,0
Sanford-Moses,E-commerce,4001451.633325016,4,44,2,Advertising,169438,0.44,0.34,0
"Griffin, Ray and Carr",FinTech,241628.47042265013,3,13,1,One-time Purchase,57220,0.73,0.23,0
Wilson Ltd,Gaming,286605.0648098218,0,11,2,Advertising,188888,0.51,0.19,0
"Bullock, Hinton and Collins",FinTech,5257820.382506016,5,8,1,Advertising,146716,0.56,0.28,1
"Reed, Oliver and Arias",E-commerce,1042890.4767426583,8,20,2,Commission,124298,0.15,0.39,0
"Le, Woods and Rodriguez",HealthTech,1035545.0316076711,13,31,5,Commission,92945,0.59,0.7,1
Smith-Martinez,EdTech,2205459.08022308,7,38,5,Commission,61073,0.67,0.94,1
Edwards Group,AI/ML,4563191.760969658,0,22,1,Freemium,188691,0.3,0.16,0
Delacruz-Chavez,FinTech,108407.95154461058,10,8,4,Freemium,189261,0.36,0.21,0
Sloan-Gonzalez,Gaming,1166460.5021814923,15,19,4,Commission,124220,0.28,0.56,1
Hodge-Reynolds,FoodTech,2238940.813844188,1,33,4,Subscription,103974,0.84,0.8,1
Duran Group,FinTech,56142.871717594455,3,41,5,One-time Purchase,31078,0.87,0.82,1
"Mccormick, Brewer and Ford",EdTech,281182.96240117337,8,23,1,Freemium,114210,0.44,0.69,0
Holt and Sons,AI/ML,59446.12187411389,6,16,4,One-time Purchase,140207,0.56,0.86,1
Cook Ltd,RealEstate,4635961.076130004,0,32,3,Subscription,159437,0.48,0.15,0
Gibbs Ltd,HealthTech,4671659.612486303,9,8,1,Subscription,93779,0.8,0.25,1
Berry-Atkins,RealEstate,258895.0686889935,6,34,5,Subscription,65809,0.24,0.35,0
Obrien PLC,FinTech,969546.7953483752,5,20,3,One-time Purchase,193233,0.84,0.25,0
"Carter, Gonzalez and Flores",FoodTech,56070.49494642976,0,3,3,Freemium,55083,0.69,0.91,0
"Clark, Mccoy and Johnson",FoodTech,5308839.535288676,8,37,4,Advertising,118409,0.67,0.53,1
Perkins-Sullivan,Gaming,53653.93518013534,7,44,5,Subscription,174615,0.89,0.57,1
Wright Group,EdTech,2015603.0935205629,11,7,3,One-time Purchase,45022,0.71,0.17,1
"Mcdowell, Olson and Castillo",Gaming,202276.14608170214,15,12,4,Subscription,45567,0.81,0.43,1
"Wood, Carney and Hawkins",E-commerce,551582.3045204922,1,3,5,Subscription,176209,0.34,0.82,0
"Bernard, Jones and Calhoun",EdTech,1131392.8141729808,1,16,2,Commission,128572,0.11,0.77,0
Beck-Yang,Gaming,2252313.335743872,8,49,5,One-time Purchase,66322,0.36,0.96,1
"Copeland, Lowery and Williams",HealthTech,923580.6212637716,9,21,4,Advertising,125624,0.46,0.27,0
Gardner-Brown,Travel,486066.33752962237,7,17,4,Freemium,134233,0.7,0.53,1
"Lewis, Myers and Clark",EdTech,224112.7954306783,9,6,4,One-time Purchase,157063,0.63,0.5,0
Walker Inc,HealthTech,59341.22313444113,5,50,2,Advertising,89678,0.28,0.48,0
Smith and Sons,Travel,225440.6745078192,8,47,2,One-time Purchase,15259,0.66,0.56,0
Holmes-Becker,EdTech,558742.2776902484,14,24,3,Advertising,98835,0.13,0.12,0
"Medina, Lyons and Vega",Gaming,1069385.3434015817,9,49,3,Advertising,174922,0.41,0.65,0
"Webb, Mills and Reed",AI/ML,1643627.6059018052,12,15,4,Subscription,67156,0.3,0.59,1
Romero-Harris,FinTech,1613523.3757289653,2,23,4,One-time Purchase,172461,0.64,0.88,1
Perez-Bradshaw,RealEstate,804846.543987876,1,9,5,Advertising,132828,0.13,0.6,0
"Murillo, Wheeler and Williams",EdTech,494025.3207460548,3,42,2,One-time Purchase,21123,0.74,0.2,0
"Wolfe, Navarro and Smith",FoodTech,585173.8025938227,4,4,2,Subscription,38213,0.62,0.82,0
Franklin and Sons,Gaming,92221.34279948582,4,31,2,Freemium,185087,0.88,0.36,0
"Williams, Bowman and Griffith",EdTech,272842.7877010895,6,20,5,Freemium,66333,0.88,0.68,1
Gray Ltd,EdTech,263969.38686238177,14,23,4,Freemium,115180,0.85,0.72,1
Hernandez-Watson,FoodTech,804377.5106785652,1,6,4,One-time Purchase,18331,0.1,0.37,0
Johnson-Miller,EdTech,2177666.9200950833,2,34,4,Advertising,16523,0.75,0.23,0
Smith-Ingram,AI/ML,1175815.14580771,4,37,5,Freemium,14722,0.19,0.33,0
"Williams, Palmer and Shah",AI/ML,588516.5994252382,13,26,4,One-time Purchase,107246,0.14,0.84,0
"Tucker, Walls and Ballard",FinTech,5151245.105978493,7,16,5,Freemium,178061,0.49,0.63,1
Mccall Group,E-commerce,118987.39276041233,9,8,3,Commission,50159,0.86,0.25,0
